killed_by,killer_name,killer_placement,match_id,time,victim_name,victim_placement
M416,Feileichichichi,2.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,858,xi-135,14.0
M416,NOBLE_Pin,1.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,1203,aoteman0315,11.0
Down and Out,laowang945,2.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,853,JHIN-Ferke,14.0
Down and Out,A-007-BCCCC,6.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,380,Tyy-Tsy520,19.0
UMP9,sunduyhahaha,12.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,398,tianjun98k,8.0
SCAR-L,A-007-BCCCC,6.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,513,225654,16.0
Down and Out,,,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,1748,genaiyan,3.0
SCAR-L,FoorLiu,3.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,1556,BeTamBanHoa,7.0
S1897,yizhixiaocaoniao,9.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,172,Star111111111,23.0
SCAR-L,zxxcz,15.0,2U4GBNA0Yml6SWTACowgIydqUgfPKkViPZQz3maPwe5oV7lp-ET1QtAM9EyF576j,171,wangxinwei520,26.0
M16A4,xglue-pudding,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,695,WHLDc,17.0
M416,Angle-syy,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1627,qiaoge_A,6.0
Down and Out,xglue-pudding,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,313,Soap16,
Down and Out,xkfcb666,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,881,Ochole,15.0
SKS,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,249,caonimageBbbbbb,24.0
M416,K-O-T-P,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,311,Mausi654,
Down and Out,K-O-T-P,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,311,w1zzyx,
M416,Yyh_12345,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,881,xglue-pudding,15.0
Down and Out,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,970,Yyh_12345,14.0
M16A4,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,118,GuoRan520,19.0
SKS,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1883,Chen9Ye,2.0
Falling,linshao0111,9.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,399,Inspirador,9.0
Down and Out,xkfcb666,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,841,FLYDADAD,
Down and Out,DDL3,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,358,argashr,20.0
UMP9,wzailsh,8.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,160,KillerYIXI,26.0
SKS,Ming-yuying,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1667,lengjiaxin,4.0
Down and Out,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1647,LJKASD123,4.0
M16A4,Zz13145201,4.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,509,1513699377,10.0
M416,Angle-syy,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1693,Zz13145201,4.0
Down and Out,Angle-syy,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1787,singer985,3.0
UMP9,llm1227,21.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,161,Salt-ed_Fish,25.0
Bluezone,,,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1884,Khonggian,3.0
Down and Out,,,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,941,wxpSHA,13.0
AKM,KELE__XIAOGEGE,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1440,jdask,8.0
S1897,KELE__XIAOGEGE,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,242,CloudyBo,25.0
Punch,caonimageBbbbbb,24.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,108,feifan1986,19.0
S1897,KELE__XIAOGEGE,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,139,TGS_Aaron,18.0
SCAR-L,OldGoest,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,294,king-95,21.0
AKM,wuwukaikaikaikai,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1641,miss-0,5.0
Micro UZI,argashr,20.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,317,OldCayman,21.0
SCAR-L,linshao0111,9.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1502,palybaybc,5.0
Hit by Car,clearlove2014,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,970,DDL3,13.0
Down and Out,wsmallsun,9.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1504,CNJensen,9.0
Down and Out,nopolooo,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1885,Angle-syy,2.0
P1911,liangchanglun,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,140,KSwoaini,24.0
SKS,Ming-yuying,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,970,xkfcb666,14.0
Down and Out,yixiaolong123,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1513,PAN-053,3.0
M16A4,Ochole,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,713,MeteorP,17.0
Buggy,clearlove2014,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,984,clearlove2014,13.0
SKS,Ming-yuying,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,277,dsadasdadasxc,24.0
Down and Out,miss-0,5.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1504,wsmallsun,9.0
SCAR-L,singer985,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1590,Nicklang1994,
S1897,DuWeiNB,11.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,699,huhaibozei6,4.0
Grenade,xglue-pudding,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,841,Xbbweiwu,
S686,CloudyBo,25.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,149,linzhou8888,18.0
AKM,DDL3,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,358,juedizcc,20.0
M16A4,Ochole,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,711,wangbin9,17.0
Down and Out,DuWeiNB,11.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1069,M_JarvanIV,3.0
Down and Out,wzailsh,8.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1470,KELE__XIAOGEGE,6.0
M416,K-O-T-P,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,790,DouFuLi,17.0
Mini 14,DouFuLi,17.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,710,lcz399,15.0
SCAR-L,OldGoest,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,223,taotao0532,25.0
AKM,singer985,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1138,DuWeiNB,11.0
AKM,qiaoge_A,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1546,wzailsh,8.0
Down and Out,,,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,940,OldGoest,13.0
SKS,SKT_T1_NICE,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1627,BC_XM,6.0
M16A4,UUmei1111,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,564,guiling0515,18.0
SCAR-L,singer985,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1591,yixiaolong123,
UMP9,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,953,UUmei1111,14.0
M416,Yyh_12345,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,859,K-O-T-P,15.0
Down and Out,PAN-053,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1122,console_write-NB,11.0
M16A4,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,459,sunnybaby01,19.0
Down and Out,liangchanglun,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1885,SKT_T1_NICE,2.0
Down and Out,Khonggian,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1139,6677F,11.0
Down and Out,xglue-pudding,15.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,843,Rui_Chen_Zhang,
UMP9,Khonggian,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1139,110nichousha,11.0
SCAR-L,BC_XM,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1422,guanghuiwenqian,8.0
Mini 14,Chen9Ye,2.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1395,XQ-XR1314Miss,10.0
SKS,Zz13145201,4.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,514,Nicholas7coco,10.0
M416,miss-0,5.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1504,linshao0111,9.0
Micro UZI,dsadasdadasxc,24.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,198,Love195,19.0
SCAR-L,linshao0111,9.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1499,Gqcarry,5.0
P1911,lengjiaxin,4.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,119,FantasticLiberty,10.0
M16A4,BC_XM,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,210,xiongshouer,25.0
S686,qiaoge_A,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,120,caomen3,25.0
M16A4,KELE__XIAOGEGE,6.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,208,beizi26,25.0
S12K,xiongshouer,25.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,101,Killer_010,18.0
Micro UZI,argashr,20.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,173,Y-zaodong,21.0
M16A4,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,281,CHINABRAKEFAST00,24.0
M416,AvVX123456,1.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1885,wuwukaikaikaikai,2.0
AKM,clearlove2014,13.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,347,llm1227,21.0
SKS,Zz13145201,4.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,725,qw16256,25.0
AKM,XQ-XR1314Miss,10.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1134,XZLWJH,25.0
Micro UZI,1513699377,10.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,291,ahqyhy,23.0
Down and Out,singer985,3.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,1592,xh-cq,
Boat,xkfcb666,14.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,840,Puppet-3,
Down and Out,TGS_Aaron,18.0,2U4GBNA0YmmMGwOt35YBoD_o9D_dgSRt3D-84KPULWdG3bCLmKPzxq3e6f32_DUE,131,Wol-fHao,6.0
Down and Out,Fzzdemmmmm,10.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1425,Youkigg,13.0
SCAR-L,Chinasfirstnan,33.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,138,SMUTSki,32.0
M416,dickmebutt,1.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1667,ly170406,6.0
Down and Out,mangguo945,5.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1338,p0L1ce,7.0
S686,Ti-Mow,26.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,146,zzp1024,36.0
AKM,IAmWhiteWookie,1.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1647,Wokk1,7.0
Down and Out,mangguo945,5.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1546,Czh123456,6.0
M416,AhgII,21.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,714,Ninth-heaven,12.0
M16A4,lixinjason,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1607,SnRyan,9.0
M416,Wokk1,7.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1616,fengxin1234567,8.0
Down and Out,BHVlll,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1607,ruicosta,9.0
SCAR-L,UCseedKirito,15.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,117,jiangshixian,37.0
SKS,fengxin1234567,8.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1203,yoyo2580,17.0
Pickup Truck,Fzzdemmmmm,10.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1425,Yasu0h,13.0
AKM,Starlitoo,32.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,177,Chinasfirstnan,33.0
SCAR-L,bandaikuan,23.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,514,BaulWalke,24.0
SKS,lixinjason,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1426,JXDZW,12.0
SKS,lixinjason,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1504,coolstarrain,5.0
M416,coolstarrain,5.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,298,luckChi,32.0
SCAR-L,songnianchang,3.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1761,lixinjason,4.0
Down and Out,songnianchang,3.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1761,BHVlll,4.0
S12K,NBmiao1,35.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,105,shayufeifei,38.0
UMP9,houkn,18.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,394,LucieanDX,26.0
M416,Fzzdemmmmm,10.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,221,Starlitoo,32.0
Micro UZI,Wokk1,7.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1138,houkn,18.0
M416,Czh123456,6.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,448,Dong_Reuben,25.0
M416,mangguo945,5.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,296,XIXIloveyou,38.0
Bluezone,,,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1366,ZTguanxi,38.0
Micro UZI,Czh123456,6.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,446,Aims_et,25.0
Tommy Gun,SMUTSki,32.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,113,agvsudy,38.0
SCAR-L,R-yourmother,2.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,859,ShaZhuDao77,22.0
P92,WJHQJ,34.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,125,waiguoren1,16.0
SCAR-L,JXDZW,12.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,881,AhgII,21.0
M16A4,lixinjason,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1712,mangguo945,5.0
UMP9,Dz1102,16.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,175,pandatv1094066,34.0
Down and Out,Ti-Mow,26.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,146,woaiyzq,36.0
SKS,fengxin1234567,8.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1224,jiehui-good,17.0
Down and Out,Dz1102,16.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,175,WJHQJ,34.0
M249,Czh123456,6.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1321,Dz1102,16.0
Bluezone,lixinjason,4.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1289,lvkeyan,11.0
M16A4,wade3win,27.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,371,Ti-Mow,26.0
SCAR-L,yoyo2580,17.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1170,severYT,8.0
SCAR-L,Liveo6,19.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,894,zhanghong92,20.0
M416,lzhdt1314,3.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,265,MrHow,31.0
Bluezone,dickmebutt,1.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1883,KUNJI-boy,2.0
Mini 14,lzhdt1314,3.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1009,Liveo6,19.0
Tommy Gun,Fzzdemmmmm,10.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,135,NBhudie,35.0
S12K,severYT,8.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,343,TTP12,28.0
Down and Out,severYT,8.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,343,TTP1345,28.0
UMP9,houkn,18.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,372,wade3win,27.0
Down and Out,Wokk1,7.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1481,Fzzdemmmmm,10.0
SCAR-L,R-yourmother,2.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1342,Yiku_ma,15.0
Down and Out,KUNJI-boy,2.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,1831,songnianchang,3.0
Down and Out,Ti-Mow,26.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,372,ImLonely66,27.0
AKM,Yiku_ma,15.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,92,Haneyou666,37.0
M416,Fzzdemmmmm,10.0,2U4GBNA0YmnpASIHEfBOq_5LvCRigZ3dmMKiupyEJoKJe6nTFqRIKCpSEpea_BYQ,155,NBmiao1,35.0
